id,name,name_part,provided_gnd
org_0151,geistliche > Benediktiner > Bursfelder Kongregation > Sponheim,Sponheim,http://d-nb.info/gnd/4778875-6
org_0152,geistliche > Benediktiner > Belgische Klöster > Tournai - St.-Martin,Tournai - St.-Martin,
org_0153,geistliche > Benediktiner > Belgische Klöster > Dünen bei Brügge,Dünen bei Brügge,http://d-nb.info/gnd/4217606-2
org_0154,geistliche > Benediktiner > Französische Klöster > Cluny,Cluny,http://d-nb.info/gnd/5033814-6
org_0155,geistliche > Benediktiner > Englische Klöster > Durham,Durham,http://d-nb.info/gnd/7520015-6
org_0156,geistliche > Benediktiner > Französische Klöster > Anchin,Anchin,http://d-nb.info/gnd/4505523-3
org_0157,geistliche > Säkularklerus > Düsseldorf - Kollegiatstift St. Lambert,Düsseldorf - Kollegiatstift St. Lambert,
org_0158,geistliche > Benediktiner > Englische Klöster > Jarrow - St. Paul,Jarrow - St. Paul,
org_0159,geistliche > Augustiner-Chorherren > Reichersberg,Reichersberg,http://d-nb.info/gnd/2033438-2
org_0160,geistliche > Benediktiner > Castiglione a Casauria - S. Clemente,Castiglione a Casauria - S. Clemente,
org_0161,geistliche > Benediktiner > Salzburgische Kongregation > St. Veit an der Rott,St. Veit an der Rott,http://d-nb.info/gnd/16189200-0
org_0162,geistliche > Benediktiner > Bayerische Kongregation > Frauenzell,Frauenzell,http://d-nb.info/gnd/4630703-5
org_0163,geistliche > Minoriten > Wels,Wels,http://d-nb.info/gnd/7725356-5
org_0164,geistliche > Benediktiner > Böhmische Kongregation > Prag - Emmauskloster,Prag - Emmauskloster,
org_0165,geistliche > Benediktiner > Französische Klöster > St.-Maixent l'Ècole,St.-Maixent l'Ècole,http://d-nb.info/gnd/4555180-7
org_0166,geistliche > Benediktiner > Beuroner Kongregation > Neresheim,Neresheim,http://d-nb.info/gnd/2093432-4
org_0167,geistliche > Benediktiner > Bursfelder Kongregation > Brauweiler,Brauweiler,http://d-nb.info/gnd/16278665-7
org_0168,geistliche > Benediktiner > Maurinerkongregation > Clermont-Ferrand - St.-Allyre,Clermont-Ferrand - St.-Allyre,
org_0169,geistliche > Säkularklerus > Tours - Erzbistum,Tours - Erzbistum,
org_0170,geistliche > Benediktiner > Maurinerkongregation > St.-Guilhem-le-Désert,St.-Guilhem-le-Désert,http://d-nb.info/gnd/4368281-9
org_0171,geistliche > Benediktiner > Maurinerkongregation > St.-Pierre de Chaumes-en-Brie,St.-Pierre de Chaumes-en-Brie,
org_0172,geistliche > Dominikaner > Clermont-Ferrand,Clermont-Ferrand,
org_0173,geistliche > Säkularklerus > Clermont-Ferrand - Bistum,Clermont-Ferrand - Bistum,
org_0174,geistliche > Augustiner-Chorherren > St.-Marc,St.-Marc,
org_0175,geistliche > Benediktiner > Maurinerkongregation > Cormery,Cormery,http://d-nb.info/gnd/7520756-4
org_0176,geistliche > Benediktiner > Bursfelder Kongregation > Theres,Theres,http://d-nb.info/gnd/4695300-0
org_0177,geistliche > Säkularklerus > Reims - Erzbistum,Reims - Erzbistum,
org_0178,geistliche > Benediktiner > Salzburgische Kongregation > St. Paul im Lavanttal,St. Paul im Lavanttal,http://d-nb.info/gnd/1042262-6
org_0179,geistliche > Benediktiner > Helvetische Kongregation > Einsiedeln,Einsiedeln,http://d-nb.info/gnd/2089329-2
org_0180,geistliche > Benediktiner > Anhausen an der Brenz,Anhausen an der Brenz,http://d-nb.info/gnd/1079820841
org_0181,geistliche > Benediktiner > Cassinenser Kongregation > Padua - S. Maria di Praglia,Padua - S. Maria di Praglia,
org_0182,geistliche > Benediktiner > Bayerische Kongregation > Prüfening,Prüfening,http://d-nb.info/gnd/5052233-4
org_0183,geistliche > Zisterzienser > Heiligenkreuz,Heiligenkreuz,http://d-nb.info/gnd/80820-9
org_0184,geistliche > Benediktiner > Französische Klöster > Luxeuil,Luxeuil,http://d-nb.info/gnd/5559590-X
org_0185,geistliche > Benediktiner > Kongregation von St.-Vanne > St.-Urbain,St.-Urbain,
org_0186,geistliche > Säkularklerus > Châlons-sur-Marne - Bistum,Châlons-sur-Marne - Bistum,
org_0187,geistliche > Benediktiner > Französische Klöster > Laon - St.-Vincent,Laon - St.-Vincent,
org_0188,geistliche > Kartäuser > Dolein bei Olmütz,Dolein bei Olmütz,
org_0189,geistliche > Benediktiner > Cassinenser Kongregation > Subiaco - San Benedetto,Subiaco - San Benedetto,
org_0190,geistliche > Benediktiner > Französische Klöster > Weißenburg,Weißenburg,http://d-nb.info/gnd/4028148-6
org_0191,geistliche > Benediktiner > Helvetische Kongregation > Pfäfers,Pfäfers,http://d-nb.info/gnd/4219487-8
org_0192,geistliche > Benediktiner > Helvetische Kongregation > Beinwil-Mariastein,Beinwil-Mariastein,http://d-nb.info/gnd/1087569400
org_0193,geistliche > Säkularklerus > Augsburg - Bistum,Augsburg - Bistum,
org_0194,weltliche > Hamburg - Rat,Hamburg - Rat,
org_0195,geistliche > Benediktiner > Bayerische Kongregation > Regensburg - St. Jakob (Schottenkloster),Regensburg - St. Jakob (Schottenkloster),
org_0196,geistliche > Prämonstratenser > St. Andrews,St. Andrews,
org_0197,geistliche > Prämonstratenser > Dryburgh,Dryburgh,http://d-nb.info/gnd/7795588-2
org_0198,geistliche > Augustiner-Chorherren > Dürnstein,Dürnstein,http://d-nb.info/gnd/4829765-3
org_0199,geistliche > Augustiner-Chorherren > Indersdorf,Indersdorf,http://d-nb.info/gnd/16114166-3
org_0200,geistliche > Benediktiner > Cassinenser Kongregation > Messina - S. Maria di Maniace,Messina - S. Maria di Maniace,
org_0201,geistliche > Benediktiner > Französische Klöster > Le Monastier-sur-Gazeille - St.-Chaffre,Le Monastier-sur-Gazeille - St.-Chaffre,
org_0202,geistliche > Säkularklerus > Paris - Erzbistum,Paris - Erzbistum,
org_0203,geistliche > Säkularklerus > Amiens - Bistum,Amiens - Bistum,
org_0204,geistliche > Karmeliter > Straubing,Straubing,http://d-nb.info/gnd/671158-3
org_0205,geistliche > Benediktiner > Bursfelder Kongregation > Trier - St. Eucharius-St. Matthias,Trier - St. Eucharius-St. Matthias,
org_0206,geistliche > Benediktiner > Luxemburgische Klöster,Luxemburgische Klöster,
org_0207,geistliche > Cluniazenser,Cluniazenser,
org_0208,geistliche > Franziskaner,Franziskaner,
org_0209,geistliche > Benediktiner > Französische Klöster > Beaulieu-sur-Dordogne,Beaulieu-sur-Dordogne,http://d-nb.info/gnd/7556678-3
org_0210,geistliche > Säkularklerus > Montauban - Diözese,Montauban - Diözese,
org_0211,geistliche > Benediktiner > St. Georgen im Schwarzwald,St. Georgen im Schwarzwald,http://d-nb.info/gnd/1087228972
org_0212,geistliche > Benediktiner > St.-Sigismund (St.-Marx),St.-Sigismund (St.-Marx),
org_0213,geistliche > Säkularklerus > Brixen - Bistum,Brixen - Bistum,
org_0214,geistliche > Benediktiner > Oberschwäbische Kongregation > Weingarten,Weingarten,http://d-nb.info/gnd/1087485037
org_0215,geistliche > Säkularklerus > Aquileia - Patriarchat,Aquileia - Patriarchat,
org_0216,geistliche > Benediktiner > Amtenhausen auf der Baar (Benediktinerinnen),Amtenhausen auf der Baar (Benediktinerinnen),http://d-nb.info/gnd/4629766-2
org_0217,geistliche > Säkularklerus > Le Mans - Bistum,Le Mans - Bistum,
org_0218,geistliche > Trappisten > Orval,Orval,http://d-nb.info/gnd/4301290-5
org_0219,geistliche > Benediktiner > Oberschwäbische Kongregation,Oberschwäbische Kongregation,
org_0220,geistliche > Benediktiner > Helvetische Kongregation > Fischingen,Fischingen,http://d-nb.info/gnd/2123048-1
org_0221,geistliche > Benediktiner > Französische Klöster > Angers - St.-Serge et Bach,Angers - St.-Serge et Bach,
org_0222,geistliche > Benediktiner > Mainz - Jakobsberg,Mainz - Jakobsberg,
org_0223,geistliche > Augustiner-Chorherren > Baumburg,Baumburg,http://d-nb.info/gnd/4439930-3
org_0224,geistliche > Benediktiner > Münsterschwarzach,Münsterschwarzach,http://d-nb.info/gnd/64342-7
org_0225,geistliche > Benediktiner > Bayerische Kongregation > Mallersdorf,Mallersdorf,http://d-nb.info/gnd/7729061-6
org_0226,weltliche > Potsdam - Hof,Potsdam - Hof,
org_0227,geistliche > Augustiner-Chorherren > Passau - St. Nikola,Passau - St. Nikola,
org_0228,geistliche > Benediktiner > Luxemburgische Klöster > Echternach,Echternach,http://d-nb.info/gnd/5290040-X
org_0229,geistliche > Benediktiner > Französische Klöster > Corbie,Corbie,http://d-nb.info/gnd/801563-6
org_0230,geistliche > Zisterzienser > Wiener Neustadt - Neukloster,Wiener Neustadt - Neukloster,
org_0231,geistliche > Benediktiner > Belgische Klöster > Liessies,Liessies,http://d-nb.info/gnd/4346766-0
org_0232,geistliche > Benediktiner > Bursfelder Kongregation > Bamberg - Michelsberg,Bamberg - Michelsberg,
org_0233,geistliche > Benediktiner > S. Maria del Rosario (Benediktinerinnen),S. Maria del Rosario (Benediktinerinnen),
org_0234,geistliche > Benediktiner > Cassinenser Kongregation > Padua - S. Marco (Benediktinerinnen),Padua - S. Marco (Benediktinerinnen),
org_0235,geistliche > Benediktiner > Cassinenser Kongregation > Neapel - SS. Severino e Sossio,Neapel - SS. Severino e Sossio,
org_0236,geistliche > Benediktiner > Cassinenser Kongregation > Venedig - S. Giorgio Maggiore,Venedig - S. Giorgio Maggiore,
org_0237,geistliche > Benediktiner > Cassinenser Kongregation > Brixen - S. Euphemiae,Brixen - S. Euphemiae,
org_0238,geistliche > Benediktiner > Cassinenser Kongregation > Arezzo - SS. Flora e Lucilla,Arezzo - SS. Flora e Lucilla,
org_0239,geistliche > Benediktiner > Cassinenser Kongregation > Parma - S. Giovanni Evangelista,Parma - S. Giovanni Evangelista,
org_0240,geistliche > Benediktiner > Cassinenser Kongregation > Siena - S. Eugenio,Siena - S. Eugenio,
org_0241,geistliche > Benediktiner > Cassinenser Kongregation > Brescia - S. Euphemiae,Brescia - S. Euphemiae,
org_0242,geistliche > Benediktiner > Cassinenser Kongregation > Mantua - S. Benedetto Polirone,Mantua - S. Benedetto Polirone,
org_0243,geistliche > Benediktiner > Cassinenser Kongregation > Rom - S. Paolo fuori le Mura,Rom - S. Paolo fuori le Mura,
org_0244,geistliche > Benediktiner > Cassinenser Kongregation > Palermo - S. Martino delle Scale,Palermo - S. Martino delle Scale,
org_0245,geistliche > Benediktiner > Cassinenser Kongregation > Genua - S. Benigno di Capofaro,Genua - S. Benigno di Capofaro,
org_0246,geistliche > Benediktiner > Cassinenser Kongregation > Genua - S. Catharina,Genua - S. Catharina,
org_0247,geistliche > Benediktiner > Cassinenser Kongregation > Ferrara - S. Benedetto,Ferrara - S. Benedetto,
org_0248,geistliche > Benediktiner > Disibodenberg (Frauenklause),Disibodenberg (Frauenklause),http://d-nb.info/gnd/4285340-0
org_0249,geistliche > Benediktiner > Gandersheim (Benediktinerinnen),Gandersheim (Benediktinerinnen),http://d-nb.info/gnd/4391712-4
org_0250,geistliche > Benediktiner > Französische Klöster > S. Pierre de Mauzac,S. Pierre de Mauzac,http://d-nb.info/gnd/4839804-4
org_0251,geistliche > Benediktiner > Salzburgische Kongregation > Michaelbeuren,Michaelbeuren,
org_0252,geistliche > Benediktiner > Französische Klöster > Cambrai - St.-Sépulcre,Cambrai - St.-Sépulcre,
org_0253,geistliche > Augustiner-Chorherren > Paris - St.-Victor,Paris - St.-Victor,
org_0254,weltliche > Rom - Päpstlicher Hof,Rom - Päpstlicher Hof,
org_0255,geistliche > Evangelische,Evangelische,
org_0256,geistliche > Benediktiner > Bursfelder Kongregation > Bursfelde,Bursfelde,http://d-nb.info/gnd/4197562-5
org_0257,geistliche > Benediktiner > Congregación de Valladolid,Congregación de Valladolid,
org_0258,geistliche > Karmeliter,Karmeliter,
org_0259,geistliche > Benediktiner > Französische Klöster > Moissac,Moissac,http://d-nb.info/gnd/4204887-4
org_0260,geistliche > Zisterzienser > Clairmarais,Clairmarais,http://d-nb.info/gnd/7517617-8
org_0261,geistliche > Säkularklerus > Ravenna - Erzbistum,Ravenna - Erzbistum,
org_0262,geistliche > Säkularklerus > Verona - Bistum,Verona - Bistum,
org_0263,geistliche > Säkularklerus > Marienwerder/Kwidzyn - Domkapitel,Marienwerder/Kwidzyn - Domkapitel,
org_0264,geistliche > Säkularklerus > Csanád - Bistum,Csanád - Bistum,
org_0265,geistliche > Benediktiner > Ellwangen,Ellwangen,http://d-nb.info/gnd/4085563-6
org_0266,geistliche > Camaldulenser,Camaldulenser,
org_0267,geistliche > Benediktiner > Cassinenser Kongregation > Vercelli,Vercelli,http://d-nb.info/gnd/4506132-4
org_0268,geistliche > Säkularklerus > Canterbury - Erzbistum,Canterbury - Erzbistum,
org_0269,geistliche > Augustinereremiten > Nürnberg,Nürnberg,
org_0270,geistliche > Benediktiner > Maurinerkongregation > Auxerre - Saint-Germain d’Auxerre,Auxerre - Saint-Germain d’Auxerre,
org_0271,geistliche > Benediktiner > Bursfelder Kongregation > Aura,Aura,http://d-nb.info/gnd/4544971-5
org_0272,geistliche > Benediktiner > Maurinerkongregation > Dijon - St.-Bénigne,Dijon - St.-Bénigne,
org_0273,geistliche > Kartäuser > Seitz,Seitz,http://d-nb.info/gnd/4226462-5
org_0274,geistliche > Kartäuser > Trier,Trier,http://d-nb.info/gnd/16153858-7
org_0275,geistliche > Dominikaner > Engelthal (Dominikanerinnen),Engelthal (Dominikanerinnen),http://d-nb.info/gnd/4230199-3
org_0276,geistliche > Kartäuser > Prüll,Prüll,http://d-nb.info/gnd/2163431-2
org_0277,geistliche > Kartäuser > Köln,Köln,http://d-nb.info/gnd/4275651-0
org_0278,geistliche > Kartäuser,Kartäuser,
org_0279,geistliche > Kartäuser > Freiburg im Breisgau,Freiburg im Breisgau,http://d-nb.info/gnd/1031166947
org_0280,geistliche > Kartäuser > Gent,Gent,http://d-nb.info/gnd/7534460-9
org_0281,geistliche > Kartäuser > Erfurt - Salvatorberg,Erfurt - Salvatorberg,
org_0282,geistliche > Dominikaner > Mödingen (Dominikanerinnen),Mödingen (Dominikanerinnen),http://d-nb.info/gnd/4279595-3
org_0283,geistliche > Säkularklerus,Säkularklerus,
org_0284,geistliche > Benediktiner > Lobbes,Lobbes,http://d-nb.info/gnd/4314804-9
org_0285,geistliche > Benediktiner > Cassinenser Kongregation > Neapel,Neapel,
org_0286,geistliche > Säkularklerus > Basel - Bistum,Basel - Bistum,
org_0287,geistliche > Säkularklerus > Besançon - Erzbistum,Besançon - Erzbistum,
org_0288,geistliche > Säkularklerus > Halberstadt - Bistum,Halberstadt - Bistum,
org_0289,geistliche > Säkularklerus > Regensburg - Bistum,Regensburg - Bistum,
org_0290,geistliche > Benediktiner > Bursfelder Kongregation > Hirsau,Hirsau,http://d-nb.info/gnd/4129309-5
org_0291,geistliche > Benediktiner > Salzburgische Kongregation > Salzburg - Frauenkloster Nonnberg,Salzburg - Frauenkloster Nonnberg,
org_0292,geistliche > Benediktiner > Slowenische Klöster > Oberburg,Oberburg,http://d-nb.info/gnd/7580108-5
org_0293,geistliche > Benediktiner > Prüm,Prüm,http://d-nb.info/gnd/4224267-8
org_0294,geistliche > Benediktiner > Kempten,Kempten,http://d-nb.info/gnd/1085838811
org_0295,geistliche > Benediktiner > Belgische Klöster > Stablo,Stablo,http://d-nb.info/gnd/801566-1
