id,name,forename,surname,provided_gnd
person__1921,Stephan von Köln,Stephan von Köln,,
person__1922,Ruotger von St. Pantaleon,Ruotger von St. Pantaleon,,
person__1923,Anonymus (Abbas),Anonymus (Abbas),,
person__1924,Alfred von Malmesbury,Alfred von Malmesbury,,
person__1925,Adso von Montier-en-Der,Adso von Montier-en-Der,,
person__1926,Hl. Oswald von York,Hl. Oswald von York,,
person__1927,Adelhard von Echternach,Adelhard von Echternach,,
person__1928,Arnold von Niederaltaich,Arnold von Niederaltaich,,
person__1929,Hl. Adalbert von Prag,Hl. Adalbert von Prag,,
person__1930,Eberwin,Eberwin,,
person__1931,Johannes von St.-Amand-les-Eaux,Johannes von St.-Amand-les-Eaux,,
person__1932,Windricus von St.-Apri zu Toul,Windricus von St.-Apri zu Toul,,
person__1933,Richarius von Gembloux,Richarius von Gembloux,,
person__1934,Thiddag von Prag,Thiddag von Prag,,
person__1935,Gebehard von Ellwangen,Gebehard von Ellwangen,,
person__1936,Meinhold von Corvey,Meinhold von Corvey,,
person__1937,Emmo,Emmo,,
person__1938,Albert von Gembloux,Albert von Gembloux,,
person__1939,Anonymus Bohemus,Anonymus Bohemus,,
person__1940,Anonymus (Biograph Hl. Adalbert),Anonymus (Biograph Hl. Adalbert),,
person__1941,Hl. Vigianus,Hl. Vigianus,,
person__1942,Remigius von Mailand,Remigius von Mailand,,
person__1943,Roger von Corbie,Roger von Corbie,,
person__1944,Bertha Vilicensis,Bertha Vilicensis,,
person__1945,Hl. Oswald von Worcester,Hl. Oswald von Worcester,,
person__1946,Erchanbald von St. Trudpert,Erchanbald von St. Trudpert,,
person__1947,Hl. Christian von Chartres,Hl. Christian von Chartres,,
person__1948,Anonymus (Autor Wunderbericht Hl. Wandregisel),Anonymus (Autor Wunderbericht Hl. Wandregisel),,
person__1950,Odilo von St.-Médard,Odilo von St.-Médard,,
person__1951,Anonymus (Biograph Hl. Ulrich),Anonymus (Biograph Hl. Ulrich),,
person__1953,Hl. Benno von Einsiedeln,Hl. Benno von Einsiedeln,,
person__1954,Winebrand von St.-Allyre,Winebrand von St.-Allyre,,
person__1955,Poeta Saxo,Poeta Saxo,,
person__1956,Ermentar,Ermentar,,
person__1958,Andreas von Pöhlde,Andreas von Pöhlde,,
person__1959,Anonymus (Biograph Hl. Herlindis),Anonymus (Biograph Hl. Herlindis),,
person__1960,Anonymus (OSB St.-Vaast zu Arras),Anonymus (OSB St.-Vaast zu Arras),,
person__1961,Anonymus (Biograph Hl. Anselm),Anonymus (Biograph Hl. Anselm),,
person__1962,Anonymus (Autor Wunderbericht Hl. Richarius),Anonymus (Autor Wunderbericht Hl. Richarius),,
person__1963,Anonymus (Autor Historia translationis S. Germani),Anonymus (Autor Historia translationis S. Germani),,
person__1965,Anonymus (Autor Wunderbericht Hl. Remadus),Anonymus (Autor Wunderbericht Hl. Remadus),,
person__1966,Anonymus (OSB St.-Vanne zu Verdun),Anonymus (OSB St.-Vanne zu Verdun),,
person__1967,Anonymus (Biograph Hl. Makarius),Anonymus (Biograph Hl. Makarius),,
person__1968,Sylvester II. (Gerbert von Aurillac),Sylvester II. (Gerbert von Aurillac),,
person__1969,Leo II. von Ravenna,Leo II. von Ravenna,,
person__1970,Abbo von Fleury,Abbo von Fleury,,
person__1971,Albert von Metten,Albert von Metten,,
person__1972,Theoderich von Trier,Theoderich von Trier,,
person__1973,Florentius,Florentius,,
person__1974,Rudolpert von Reichenau,Rudolpert von Reichenau,,
person__1975,Hl. Bruno von Köln,Hl. Bruno von Köln,,
person__1976,Adalard von St.-Pierre-au-mont-Blandin,Adalard von St.-Pierre-au-mont-Blandin,,
person__1977,Notker von Lüttich,Notker von Lüttich,,
person__1978,Ademar von Chabannes,Ademar von Chabannes,,
person__1979,Haimo von York,Haimo von York,,
person__1980,Anonymus (Biograph Hl. Aldricus),Anonymus (Biograph Hl. Aldricus),,
person__1981,Anonymus (Biograph Hl. Mathilde),Anonymus (Biograph Hl. Mathilde),,
person__1982,Godefrid von Winchester,Godefrid von Winchester,,
person__1983,Sergius IV.,Sergius IV.,,
person__1984,Anonymus (OSB Fulda),Anonymus (OSB Fulda),,
person__1985,Richard von Hexham,Richard von Hexham,,
person__1986,Wala von Corbie,Wala von Corbie,,
person__1987,Egbert von Hersfeld,Egbert von Hersfeld,,
person__1988,Theodorious Cassinensis,Theodorious Cassinensis,,
person__1989,Osbert von Canterbury,Osbert von Canterbury,,
person__1991,Guido von Arezzo,Guido von Arezzo,,
person__1992,Anonymus (Chronograph Hl. Stephan),Anonymus (Chronograph Hl. Stephan),,
person__1993,"Anonymus (OSB Marville, Biograph Hl. Humbert)","Anonymus (OSB Marville, Biograph Hl. Humbert) ",,
person__1994,Andreas Leucander von Ramsey,Andreas Leucander von Ramsey,,
person__1995,Ingelhard von St.-Riquier,Ingelhard von St.-Riquier,,
person__1996,Adalbold von Utrecht,Adalbold von Utrecht,,
person__1997,Notker III. von St. Gallen,Notker III. von St. Gallen,,
person__1998,Anonymus (OSB St.-Gildas-de-Ruis),Anonymus (OSB St.-Gildas-de-Ruis),,
person__1999,Anonymus (OSB St.-Symphorien zu Metz),Anonymus (OSB St.-Symphorien zu Metz),,
person__2000,Anonymus (Lucedio),Anonymus (Lucedio),,
person__2001,Arnulf von St.-André in Villeneuve-lès-Avignon,Arnulf von St.-André in Villeneuve-lès-Avignon,,
person__2003,Hl. Romuald,Hl. Romuald,,
person__2004,Hl. Fulbert von Chartres,Hl. Fulbert von Chartres,,
person__2005,Dietrich von Hersfeld,Dietrich von Hersfeld,,
person__2006,Syrus von Cluny,Syrus von Cluny,,
person__2007,Adelbald von Cluny,Adelbald von Cluny,,
person__2008,Reimbald von Lüttich,Reimbald von Lüttich,,
person__2009,Anonymus (Biograph Hl. Johannes von Parma),Anonymus (Biograph Hl. Johannes von Parma),,
person__2010,Erembert von Waulsort,Erembert von Waulsort,,
person__2011,Helgaud von St. Fleury,Helgaud von St. Fleury,,
person__2012,Anonymus (OSB Mouzon),Anonymus (OSB Mouzon),,
person__2013,Anonymus (Chronograph Nonatola),Anonymus (Chronograph Nonatola),,
person__2014,Robert von Waulsort,Robert von Waulsort,,
person__2015,Anonymus (St.-Albinian),Anonymus (St.-Albinian),,
person__2016,Livingus von Tavistock,Livingus von Tavistock,,
person__2017,Tozo Florentinus,Tozo Florentinus,,
person__2019,Aegelnotus,Aegelnotus,,
person__2020,Lambert von Deutz,Lambert von Deutz,,
person__2021,Anonymus (Chronograph Cluny),Anonymus (Chronograph Cluny),,
person__2022,Rogerus Montanoburgensis,Rogerus Montanoburgensis,,
person__2023,Theoderich von Cluny,Theoderich von Cluny,,
person__2024,Reinerus Sanctigisleni,Reinerus Sanctigisleni,,
person__2025,Ruoger Corbeiensis,Ruoger Corbeiensis,,
person__2026,Arnold von Weihenstephan,Arnold von Weihenstephan,,
person__2027,Fulbert von St.-Ouen,Fulbert von St.-Ouen,,
person__2028,Anonymus (OSB Durham),Anonymus (OSB Durham),,
person__2029,Rudolf Glaber,Rudolf Glaber,,
person__2031,Odoranus von Sens,Odoranus von Sens,,
person__2032,Richard von Verdun,Richard von Verdun,,
person__2033,Hl. Guido von Pomposa,Hl. Guido von Pomposa,,
person__2034,Oliva von Santa Maria de Ripoll,Oliva von Santa Maria de Ripoll,,
person__2035,Olbert von Gembloux,Olbert von Gembloux,,
person__2036,Anonymus (OSB Marseille),Anonymus (OSB Marseille),,
person__2037,Hl. Gerhard,Hl. Gerhard,,
person__2038,Robert von Tombelaine,Robert von Tombelaine,,
person__2039,Anonymus (Chronograph Farfa),Anonymus (Chronograph Farfa),,
person__2040,Everhelm von Hautmont,Everhelm von Hautmont,,
person__2041,Hl. Odilo von Cluny,Hl. Odilo von Cluny,,
person__2042,"Anonymus (OSB Sauvigny, Autor Wunderbericht Hl. Maiolus)","Anonymus (OSB Sauvigny, Autor Wunderbericht Hl. Maiolus)",,
person__2043,Iotsald von Cluny,Iotsald von Cluny,,
person__2044,Hugo von Langres,Hugo von Langres,,
person__2045,"Anonymus (OSB Angers, Autor Wunderbericht Hl. Albin)","Anonymus (OSB Angers, Autor Wunderbericht Hl. Albin)",,
person__2046,Landenulf von Capua,Landenulf von Capua,,
person__2047,Angelramnus von St.-Riquier,Angelramnus von St.-Riquier,,
person__2048,Alger von Lüttich,Alger von Lüttich,,
person__2049,"Anonymus (Utrecht, Hl. Paul)","Anonymus (Utrecht, Hl. Paul)",,
person__2050,Erhart von Roscheliza,Erhart von Roscheliza,,
person__2052,Anonymus (Autor Wunderbericht Hl. Ursmar),Anonymus (Autor Wunderbericht Hl. Ursmar),,
person__2053,Adam von Persenna,Adam von Persenna,,
person__2054,Paul von Genua,Paul von Genua,,
person__2055,Marbod von Rennes,Marbod von Rennes,,
person__2056,Anonymus (St.-Valery-sur-Somme?),Anonymus (St.-Valery-sur-Somme?),,
person__2057,Anonymus (Biograph Hl. Walericus),Anonymus (Biograph Hl. Walericus),,
person__2058,Folchard von Lobbes,Folchard von Lobbes,,
person__2060,Adalbero von Laon,Adalbero von Laon,,
person__2061,Anonymus (Chronograph St.-Bénigne),Anonymus (Chronograph St.-Bénigne),,
person__2062,Bardo von Mainz,Bardo von Mainz,,
person__2063,Hl. Leo IX.,Hl. Leo IX.,,
person__2064,Hl. Alfanus von Salerno,Hl. Alfanus von Salerno,,
person__2066,Drogo Bergensis,Drogo Bergensis,,
person__2067,Friedrich von Lothringen (Stephan IX.),Friedrich von Lothringen (Stephan IX.),,
person__2068,Alberich von Montecassino,Alberich von Montecassino,,
person__2069,Durand von Troarn,Durand von Troarn,,
person__2070,Bovo von St.-Bertin,Bovo von St.-Bertin,,
person__2071,Petrus von Maillezais,Petrus von Maillezais,,
person__2072,Sulcard von Westminster,Sulcard von Westminster,,
person__2073,Guitmund von Aversa,Guitmund von Aversa,,
person__2074,Acto von Montecassino,Acto von Montecassino,,
person__2075,Folkard von St.-Bertin,Folkard von St.-Bertin,,
person__2076,Gaiferius,Gaiferius,,
person__2077,Pandulf von Capua,Pandulf von Capua,,
person__2078,Johannes Abbas,Johannes Abbas,,
person__2079,Anonymus (OSB St. Emmeram),Anonymus (OSB St. Emmeram),,
person__2080,Humbert von Moyenmoutier,Humbert von Moyenmoutier,,
person__2081,Ruthard von Corvey,Ruthard von Corvey,,
person__2082,Stephan von St.-Airy,Stephan von St.-Airy,,
person__2083,Gualdo von Corvey,Gualdo von Corvey,,
person__2084,Anonymus (Biograph Hl. Macarius von Antiochia),Anonymus (Biograph Hl. Macarius von Antiochia),,
person__2085,Anonymus (OSB St.-Pierre-au-mont-Blandin),Anonymus (OSB St.-Pierre-au-mont-Blandin),,
person__2086,Gislebert von St.-Amand,Gislebert von St.-Amand,,
person__2087,Theoderich von Tholey,Theoderich von Tholey,,
person__2088,Gerald von Ostia,Gerald von Ostia,,
person__2089,Anonymus (OSB Chartres),Anonymus (OSB Chartres),,
person__2090,"Anonymus (OSB Maillezais, Chronograph)","Anonymus (OSB Maillezais, Chronograph)",,
person__2091,Odo von St.-Maur-les-Fosses,Odo von St.-Maur-les-Fosses,,
person__2092,Anonymus (Chronographus Saxo),Anonymus (Chronographus Saxo),,
person__2093,Amatus von Montecassino,Amatus von Montecassino,,
person__2094,Nizo von Mettlach,Nizo von Mettlach,,
person__2095,Bernhard von Corvey,Bernhard von Corvey,,
person__2096,Ferreus von Montecassino,Ferreus von Montecassino,,
person__2097,Osbern von Canterbury,Osbern von Canterbury,,
person__2099,Willeram von Fulda,Willeram von Fulda,,
person__2100,Anonymus (Continuator Bedae),Anonymus (Continuator Bedae),,
person__2101,Amunius,Amunius,,
person__2102,Anonymus (Autor Historia translationis S. Isidori),Anonymus (Autor Historia translationis S. Isidori),,
person__2103,Gilbert von Westminster,Gilbert von Westminster,,
person__2104,Hl. Ulrich von Cluny,Hl. Ulrich von Cluny,,
person__2105,Hl. Petrus Damiani,Hl. Petrus Damiani,,
person__2106,Johannes von Gubbio,Johannes von Gubbio,,
person__2107,Jean de Fécamp,Jean de Fécamp,,
person__2108,Hébrethme von Cluny,Hébrethme von Cluny,,
person__2109,Konstantin Aser,Konstantin Aser,,
person__2110,Robert von Ardenne,Robert von Ardenne,,
person__2111,Anonymus (Biograph Hl. Bertharius),Anonymus (Biograph Hl. Bertharius),,
person__2113,Wilhelm von Metz,Wilhelm von Metz,,
person__2114,Honorius Inclusus,Honorius Inclusus,,
person__2115,Petrus Diaconus,Petrus Diaconus,,
person__2116,Stephan von Whitby,Stephan von Whitby,,
person__2117,Theodorich von Rouen,Theodorich von Rouen,,
person__2118,Stephelin von St.-Jacques,Stephelin von St.-Jacques,,
person__2119,Hl. Gregor VII.,Hl. Gregor VII.,,
person__2120,Hl. Anselm von Lucca,Hl. Anselm von Lucca,,
person__2121,Desiderius von Montecassino,Desiderius von Montecassino,,
person__2122,Viktor III.,Viktor III.,,
person__2123,Anonymus (Biograph Hl. Pontius),Anonymus (Biograph Hl. Pontius),,
person__2124,Arnulf von St.-Riquier,Arnulf von St.-Riquier,,
person__2125,Lanfrank von Bec,Lanfrank von Bec,,
person__2126,Benedictus Burgensis,Benedictus Burgensis,,
person__2127,Warmer Homiliarius,Warmer Homiliarius,,
person__2128,Herveus von Déols,Herveus von Déols,,
person__2129,Hariulf von St.-Riquier,Hariulf von St.-Riquier,,
person__2130,Gaufred Malaterra,Gaufred Malaterra,,
person__2131,Hugo von Flavigny,Hugo von Flavigny,,
person__2132,Anonymus (OSB Brauweiler),Anonymus (OSB Brauweiler),,
person__2134,Isibord von Amelunxen,Isibord von Amelunxen,,
person__2135,Anonymus (OSB Gembloux),Anonymus (OSB Gembloux),,
person__2136,Gerard von Grandselve,Gerard von Grandselve,,
person__2137,Ezzo von St. Stephan zu Würzburg,Ezzo von St. Stephan zu Würzburg,,
person__2138,Anonymus (Biograph Hl. Galterius von St.-Martin),Anonymus (Biograph Hl. Galterius von St.-Martin),,
person__2139,Anonymus (OSB Achin),Anonymus (OSB Achin),,
person__2140,Guibert von Nogent,Guibert von Nogent,,
person__2141,Ordericus Vitalis,Ordericus Vitalis,,
person__2142,Anonymus (OSB St.-Chaffre du Monastier-sur-Gazeille),Anonymus (OSB St.-Chaffre du Monastier-sur-Gazeille),,
person__2143,Ursio von Hautmont,Ursio von Hautmont,,
person__2146,Gerard von St.-Truiden,Gerard von St.-Truiden,,
person__2147,Peregrin von Hirsau,Peregrin von Hirsau,,
person__2148,Theodorich von St. Truiden,Theodorich von St. Truiden,,
person__2149,Alulf von Tournai,Alulf von Tournai,,
person__2150,Sigebert von Gembloux,Sigebert von Gembloux,,
person__2151,Regemar von St.-Bertin,Regemar von St.-Bertin,,
person__2153,Anonymus (OSB Châteauroux),Anonymus (OSB Châteauroux),,
person__2154,Johannes von Lodi,Johannes von Lodi,,
person__2155,Anonymus (Chronograph Afflighem),Anonymus (Chronograph Afflighem),,
person__2156,Johannes Malverne von Worchester,Johannes Malverne von Worchester,,
person__2157,Lambert von Köln,Lambert von Köln,,
person__2159,Anonymus (OSB St.-Rémi),Anonymus (OSB St.-Rémi),,
person__2160,Anonymus (Honnecourt),Anonymus (Honnecourt),,
person__2161,Anonymus (OSB Altomünster),Anonymus (OSB Altomünster),,
person__2163,Anonymus (OSB St.-Maur-les-Fossés),Anonymus (OSB St.-Maur-les-Fossés),,
person__2164,Anonymus (San Vincenzo al Volturno),Anonymus (San Vincenzo al Volturno),,
person__2165,Anonymus (Val de Galilée),Anonymus (Val de Galilée),,
person__2166,Anonymus (OSB St.-Mihiel),Anonymus (OSB St.-Mihiel),,
person__2167,Anonymus (OSB Waulsort),Anonymus (OSB Waulsort),,
person__2169,Hugo von Vezelay,Hugo von Vezelay,,
person__2170,Theofried von Echternach,Theofried von Echternach,,
person__2171,Stephan von Neuzelle,Stephan von Neuzelle,,
person__2172,Burchard von St. Gallen bzw. Reichenau,Burchard von St. Gallen bzw. Reichenau,,
person__2173,Meginfred,Meginfred,,
person__2174,Wilhelm von Andres,Wilhelm von Andres,,
person__2175,Ingulf von Crowland,Ingulf von Crowland,,
person__2176,Malchus von Canterbury,Malchus von Canterbury,,
person__2177,Andreas von Fleury,Andreas von Fleury,,
person__2178,Arnulf von Lagny,Arnulf von Lagny,,
person__2179,Anonymus (Autor Wunderbericht Hl. Hugo),Anonymus (Autor Wunderbericht Hl. Hugo),,
person__2180,"Anonymus (OSB St.-Guilhem-le-Désert, Biograph Hl. Wilhelm)","Anonymus (OSB St.-Guilhem-le-Désert, Biograph Hl. Wilhelm)",,
person__2181,Reiner von Ponza,Reiner von Ponza,,
person__2182,Anonymus (OSB Savignac-Les-Eglises),Anonymus (OSB Savignac-Les-Eglises),,
person__2183,Anscher von St.-Riquier,Anscher von St.-Riquier,,
person__2184,"Anonymus (OSB Malmesbury, Biograph Hl. Aldhelm von Sherborne)","Anonymus (OSB Malmesbury, Biograph Hl. Aldhelm von Sherborne)",,
person__2185,Oderisius Casinensis,Oderisius Casinensis,,
person__2186,Hl. Reinhard von Reinhausen,Hl. Reinhard von Reinhausen,,
person__2187,Hl. Benno von Meißen,Hl. Benno von Meißen,,
person__2189,Herrand von Halberstadt,Herrand von Halberstadt,,
person__2190,Marsilia von St.-Amand zu Rouen,Marsilia von St.-Amand zu Rouen,,
person__2191,Gulielmus Andrensis,Gulielmus Andrensis,,
person__2192,Richer von Waulsort,Richer von Waulsort,,
person__2193,Rudolf Tortarius,Rudolf Tortarius,,
person__2194,Franko von Afflighem,Franko von Afflighem,,
person__2195,Thietmar von Helmarshausen,Thietmar von Helmarshausen,,
person__2196,Anselm von Canterbury,Anselm von Canterbury,,
person__2197,Hl. Hugo von Cluny,Hl. Hugo von Cluny,,
person__2198,Folchard von Bertincourt,Folchard von Bertincourt,,
person__2199,Gregor von Montecassino,Gregor von Montecassino,,
person__2200,Bernhard von Montecassino (Aygler),Bernhard von Montecassino (Aygler),,
person__2201,Gotzelin von Bertincourt,Gotzelin von Bertincourt,,
person__2202,Faritius Tuscus,Faritius Tuscus,,
person__2203,Giselbert von Westminster,Giselbert von Westminster,,
person__2204,Nikolaus von Soissons,Nikolaus von Soissons,,
person__2205,Berengosius von St. Maximin zu Trier,Berengosius von St. Maximin zu Trier,,
person__2206,Hl. Bruno von Segni,Hl. Bruno von Segni,,
person__2207,Andreas von Chezal-Benoit,Andreas von Chezal-Benoit,,
person__2208,Gilo von Cluny,Gilo von Cluny,,
person__2209,Odo von Cambrai,Odo von Cambrai,,
person__2210,Herbert Losinga,Herbert Losinga,,
person__2211,Dominicus von S. Salvador de Ona zu Burgos,Dominicus von S. Salvador de Ona zu Burgos,,
person__2212,Anselm von Gembloux,Anselm von Gembloux,,
person__2213,Leo Marsicanus,Leo Marsicanus,,
person__2214,Guido Casinensis,Guido Casinensis,,
person__2215,Turgot von Durham,Turgot von Durham,,
person__2216,Rainaldus Casinensis,Rainaldus Casinensis,,
person__2217,Gaufridus Grossus,Gaufridus Grossus,,
person__2218,Paschalis II.,Paschalis II.,,
person__2219,Gelasius II.,Gelasius II.,,
person__2220,Florentius von Worcester,Florentius von Worcester,,
person__2221,Eadmer von Canterbury,Eadmer von Canterbury,,
person__2222,Rudolf von St.-Trond,Rudolf von St.-Trond,,
person__2223,Alexander von Canterbury,Alexander von Canterbury,,
person__2224,Rainald von Cluny,Rainald von Cluny,,
person__2225,Edmund von Canterbury,Edmund von Canterbury,,
person__2226,Honorius Augustodunensis,Honorius Augustodunensis,,
person__2227,Johannes Tiburtinus,Johannes Tiburtinus,,
person__2228,Robert von Reims,Robert von Reims,,
person__2229,Noboas von Montecassino,Noboas von Montecassino,,
person__2230,Clarius,Clarius,,
person__2231,Amrand du Chastel von Marchiennes,Amrand du Chastel von Marchiennes,,
person__2232,Gualbert von Marchiennes,Gualbert von Marchiennes,,
person__2233,Milo Crispinus,Milo Crispinus,,
person__2234,Alnot von Canterbury,Alnot von Canterbury,,
person__2235,Theobald von Bèze,Theobald von Bèze,,
person__2236,Benedikt von Gloucester,Benedikt von Gloucester,,
person__2237,Golscher von St. Matthias zu Trier,Golscher von St. Matthias zu Trier,,
person__2238,Calixt II.,Calixt II.,,
person__2239,Arnulf von Rochester,Arnulf von Rochester,,
person__2240,Rupert von Limburg,Rupert von Limburg,,
person__2241,Udalrich von Babenberg,Udalrich von Babenberg,,
person__2242,Mauritius von Catania,Mauritius von Catania,,
person__2243,Gottfried von Vendôme,Gottfried von Vendôme,,
person__2244,Lucas von Kornelimünster,Lucas von Kornelimünster,,
person__2248,Arnulfus Cluniacensis,Arnulfus Cluniacensis,,
person__2249,Anonymus (Autor Historia translationis S. Honorinae),Anonymus (Autor Historia translationis S. Honorinae),,
person__2250,Giselbertus Cluniacensis,Giselbertus Cluniacensis,,
person__2251,Petrus von Poitiers,Petrus von Poitiers,,
person__2252,Osbert von Clare,Osbert von Clare,,
person__2253,Hugo von Rouen,Hugo von Rouen,,
person__2254,Hugo von Fleury,Hugo von Fleury,,
person__2255,Stephan von Autun,Stephan von Autun,,
person__2256,Ulrich von Konstanz,Ulrich von Konstanz,,
person__2258,Pandulphus Casinensis,Pandulphus Casinensis,,
person__2259,Stephan Harding,Stephan Harding,,
person__2260,Johannes von Bèze,Johannes von Bèze,,
person__2261,Rainaldus Andrenssis,Rainaldus Andrenssis,,
person__2262,Suger von St.-Denis,Suger von St.-Denis,,
person__2263,"Anonymus (OSB St.-Pierre-au-mont-Blandin, Biograph Hl. Gudwal)","Anonymus (OSB St.-Pierre-au-mont-Blandin, Biograph Hl. Gudwal)",,
person__2264,"Anonymus (OSB Göttweig, Biograph Hl. Altmann)","Anonymus (OSB Göttweig, Biograph Hl. Altmann)",,
person__2265,Heinrich von Corvey,Heinrich von Corvey,,
person__2266,Drogo von Laon,Drogo von Laon,,
person__2267,Hermann von St.-Martin zu Tournai,Hermann von St.-Martin zu Tournai,,
person__2269,Rodulf von St.-Trond,Rodulf von St.-Trond,,
person__2270,Theoderich von St. Martin zu Trier,Theoderich von St. Martin zu Trier,,
person__2271,Bernhard von Toledo,Bernhard von Toledo,,
person__2272,Anonymus (Autor Historia translationis S. Guthlaci),Anonymus (Autor Historia translationis S. Guthlaci),,
person__2274,Petrus von Montecassino,Petrus von Montecassino,,
person__2275,Konrad von Hirsau,Konrad von Hirsau,,
person__2276,Robert von Shrewsbury,Robert von Shrewsbury,,
person__2277,Nalgod von Cluny,Nalgod von Cluny,,
person__2278,Ebo von Michelsberg,Ebo von Michelsberg,,
person__2279,Thiemo von Michelsberg zu Bamberg,Thiemo von Michelsberg zu Bamberg,,
person__2280,Wilhelm von Malmesbury,Wilhelm von Malmesbury,,
person__2281,Hariulf von Altenburg,Hariulf von Altenburg,,
person__2282,Petrus Abaelard,Petrus Abaelard,,
person__2283,Matthias von Vendôme,Matthias von Vendôme,,
person__2284,Hugo von Fouilloy,Hugo von Fouilloy,,
person__2285,Adelbert von Heidenheim,Adelbert von Heidenheim,,
person__2286,Laurentius von Lüttich,Laurentius von Lüttich,,
person__2287,Teulfus von Morigny,Teulfus von Morigny,,
person__2288,Wazelinus von Lüttich,Wazelinus von Lüttich,,
person__2290,Baldewinus San-Remigianus,Baldewinus San-Remigianus,,
person__2291,Hl. Malachias von Armagh,Hl. Malachias von Armagh,,
person__2292,Hl. Ernst von Zwiefalten,Hl. Ernst von Zwiefalten,,
person__2293,Serlo von Savigny,Serlo von Savigny,,
person__2294,"Anonymus (OSB Admont, Biograph sel. Gebehard)","Anonymus (OSB Admont, Biograph sel. Gebehard)",,
person__2295,"Anonymus (OSB Zwiefalten, Biograph Hl. Ernst von Zwiefalten)","Anonymus (OSB Zwiefalten, Biograph Hl. Ernst von Zwiefalten)",,
person__2296,Robert von Dunstable,Robert von Dunstable,,
person__2297,Alexander von Telese,Alexander von Telese,,
person__2298,Johannes von Tours,Johannes von Tours,,
person__2299,Anonymus (OSB Anchin),Anonymus (OSB Anchin),,
person__2300,Hermannus Monachus,Hermannus Monachus,,
person__2301,Galterius von St.-Mellon,Galterius von St.-Mellon,,
person__2302,Theobald von Paris,Theobald von Paris,,
person__2303,Anselm von Laon,Anselm von Laon,,
person__2304,Radulf von Cluny,Radulf von Cluny,,
person__2306,Anonymus (Autor Wunderbericht Hl. Gregor),Anonymus (Autor Wunderbericht Hl. Gregor),,
person__2307,Gratian von Chiusi,Gratian von Chiusi,,
person__2308,Potho von Prüm,Potho von Prüm,,
person__2309,Hl. Macarius von Würzburg,Hl. Macarius von Würzburg,,
person__2310,Johannes von Hexham,Johannes von Hexham,,
person__2311,Arnold von Bonneval,Arnold von Bonneval,,
person__2312,Petrus Mauritius (Venerabilis) von Montboissier,Petrus Mauritius (Venerabilis) von Montboissier,,
person__2313,Radulf von Flavigny-sur-Ozerain,Radulf von Flavigny-sur-Ozerain,,
person__2314,Wibald von Stablo,Wibald von Stablo,,
person__2315,Geoffroy von Louroux,Geoffroy von Louroux,,
person__2316,Hadrian IV.,Hadrian IV.,,
person__2317,Nikolaus von St. Alban,Nikolaus von St. Alban,,
person__2318,"Anonymus (OSB Fulda, Arvodulf?)","Anonymus (OSB Fulda, Arvodulf?)",,
person__2319,Gunther von St.-Amand,Gunther von St.-Amand,,
person__2320,Richard von Cluny,Richard von Cluny,,
person__2321,Thomas von Monmouth,Thomas von Monmouth,,
person__2324,"Anonymus (OSB Werden, Rythmiographus Hl. Liudger)","Anonymus (OSB Werden, Rythmiographus Hl. Liudger)",,
person__2325,Bertrand von Chaise-Dieu,Bertrand von Chaise-Dieu,,
person__2326,"Anonymus (OSB Lobbes, Historiograph)","Anonymus (OSB Lobbes, Historiograph)",,
person__2327,Erchenfried von Melk,Erchenfried von Melk,,
person__2328,Johannes Berardus von San Clemente a Casauria,Johannes Berardus von San Clemente a Casauria,,
person__2329,Symeon von Durham,Symeon von Durham,,
person__2330,Marquard von Fulda,Marquard von Fulda,,
person__2332,Raphold von Würzburg,Raphold von Würzburg,,
person__2333,Ortlieb von Neresheim,Ortlieb von Neresheim,,
person__2334,Wolbero von St. Pantaleon zu Köln,Wolbero von St. Pantaleon zu Köln,,
person__2335,Odo de Dioglio,Odo de Dioglio,,
person__2336,Hl. Otto von Ariano,Hl. Otto von Ariano,,
person__2337,Nicohlas von Durham,Nicohlas von Durham,,
person__2338,Bravonius von Worcester,Bravonius von Worcester,,
person__2339,Walter von Melrose,Walter von Melrose,,
person__2340,Anonymus (Biograph Hl. Marianus Scotus),Anonymus (Biograph Hl. Marianus Scotus),,
person__2341,Hl. Thomas Becket,Hl. Thomas Becket,,
person__2342,Benedikt von Peterborough,Benedikt von Peterborough,,
person__2343,Galfried,Galfried,,
person__2344,"Anonymus (OSB Marchiennes, Biograph Hl. Richtrudis)","Anonymus (OSB Marchiennes, Biograph Hl. Richtrudis)",,
person__2346,Wilhelm von Ramsey,Wilhelm von Ramsey,,
person__2347,Berthold von Zwiefalten,Berthold von Zwiefalten,,
person__2348,Robert von Swaffham,Robert von Swaffham,,
person__2351,Anonymus (Autor Chronicon Saxonicum),Anonymus (Autor Chronicon Saxonicum),,
person__2352,Martin von León,Martin von León,,
person__2353,Johannes von Bertincourt,Johannes von Bertincourt,,
person__2354,Robert von Torigni,Robert von Torigni,,
person__2355,Heinrich I. von Brüssel,Heinrich I. von Brüssel,,
person__2356,Gregor VIII.,Gregor VIII.,,
person__2357,Ordonius von Cellanova,Ordonius von Cellanova,,
person__2358,Anonymus (Biograph Hl. Kunigunde),Anonymus (Biograph Hl. Kunigunde),,
person__2359,Gaufredus Vosiensis,Gaufredus Vosiensis,,
person__2360,Wilhelm von Blois,Wilhelm von Blois,,
person__2361,Wilhelm von Canterbury,Wilhelm von Canterbury,,
person__2362,Herrad von Landsberg,Herrad von Landsberg,,
person__2363,Christian von St. Severi,Christian von St. Severi,,
